yr,stpcd,stpnm,sex,age,admigrp,n_admi
2018,QVV,NHS DORSET INTEGRATED CARE BOARD,f,child,xfer,57
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,f,child,NA,32
2018,X98,X98,m,adult,NA,3
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,m,NA,NA,1
2018,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,m,child,xfer,24
2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",NA,adult,xfer,1
2018,SG999,SG999,f,adult,reg,1
2018,SL900,SL900,m,child,paeds-emer,5
2018,9AA,9AA,m,adult,daycase,2
2018,SB900,SB900,m,adult,ordelec,1
2018,Q5900,Q5900,m,adult,daycase,140
2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,NA,adult,reg,4
2018,SY9,SY9,m,adult,xfer,3
2018,YDDC9,YDDC9,m,adult,emer,4
2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,m,child,paeds-emer,13832
2018,UNK,UNKNOWN,f,child,reg,9
2018,Q7300,Q7300,m,adult,emer,2
2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",m,child,paeds-emer,14879
2018,Q8700,Q8700,m,adult,reg,29474
2018,Q77,Q77,f,adult,emer,143
2018,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",m,adult,mat,7
2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,f,adult,xfer,532
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,f,child,xfer,113
2018,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,f,adult,daycase,98798
2018,Q50,Q50,f,adult,daycase,1
2018,YDDC9,YDDC9,f,child,xfer,6
2018,SW9,SW9,f,adult,emer,1
2018,SK999,SK999,m,adult,emer,8
2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,m,child,xfer,110
2018,5A900,5A900,m,child,paeds-elec,1
2018,Q80,Q80,m,child,daycase,85
2018,SL9,SL9,f,child,paeds-emer,4
2018,JERSE,JERSE,f,adult,daycase,1
2018,Q79,Q79,f,child,paeds-elec,15
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,m,child,reg,4
2018,ST999,ST999,f,adult,daycase,6
2018,OVSEA,OVSEA,f,child,paeds-elec,78
2018,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,f,child,birth,4789
2018,SG9,SG9,f,child,daycase,9
2018,QVV,NHS DORSET INTEGRATED CARE BOARD,f,child,daycase,954
2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,f,adult,mat,15693
2018,Q8400,Q8400,f,child,xfer,3
2018,ZC5,ZC5,f,adult,daycase,3
2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,m,adult,NA,2
2018,Q66,Q66,m,adult,daycase,1
2018,SD040,SD040,m,child,daycase,5
2018,NSD,NSD,f,adult,ordelec,1
2018,DUM002,NonSTP (Wales Region),f,adult,NA,2
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,NA,adult,ordelec,2
2018,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,m,NA,birth,7
2018,YAC00,YAC00,m,child,xfer,1
2018,3100,3100,f,adult,emer,1
2018,SG999,SG999,f,adult,daycase,11
2018,QVV,NHS DORSET INTEGRATED CARE BOARD,f,adult,xfer,1555
2018,Q58,Q58,f,child,paeds-elec,3
2018,Q71,Q71,NA,child,daycase,2
2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,f,child,daycase,2964
2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,f,adult,mat,27803
2018,RTF00,RTF00,m,adult,daycase,289
2018,Q85,Q85,m,adult,emer,24
2018,4300,4300,m,adult,daycase,1
2018,SS9,SS9,m,child,daycase,4
2018,ST900,ST900,m,adult,daycase,8
2018,SY999,SY999,m,child,daycase,3
2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,m,child,xfer,80
2018,ZN000,ZN000,m,adult,emer,2
2018,5MD00,5MD00,m,adult,emer,1
2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,f,child,daycase,1704
2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,f,adult,NA,16
2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,f,child,xfer,58
2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,m,adult,NA,10
2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,m,adult,ordelec,6783
2018,0DF,0DF,f,child,birth,4
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,m,adult,ordelec,11254
2018,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NA,child,birth,3
2018,SF999,SF999,f,child,paeds-emer,2
2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,m,child,birth,4255
2018,Q8000,Q8000,f,child,daycase,684
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,f,NA,ordelec,1
2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,f,adult,birth,156
2018,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",f,adult,mat,15030
2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,NA,adult,emer,25
2018,SH9,SH9,f,adult,daycase,2
2018,OVE,OVE,m,child,birth,1
2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,m,adult,mat,1
2018,Q7800,Q7800,m,adult,xfer,2
2018,W01HC,W01HC,f,adult,daycase,1
2018,Q73,Q73,m,adult,emer,1
2018,ZC5,ZC5,f,child,xfer,1
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,m,NA,emer,11
2018,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",m,NA,birth,7
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,m,NA,daycase,1
2018,DUM002,NonSTP (Wales Region),f,adult,daycase,12646
2018,X98,X98,m,child,NA,1
2018,Q86AF,Q86AF,m,adult,emer,23
2018,5QV00,5QV00,m,child,paeds-emer,1
2018,Q75,Q75,m,adult,xfer,1
2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,f,child,reg,3
2018,ZC400,ZC400,m,adult,emer,5
2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,m,adult,birth,1
2018,5C900,5C900,m,adult,daycase,1
2018,Q58,Q58,m,child,daycase,78
2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,NA,adult,emer,8
2018,Q74,Q74,m,adult,emer,397
2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,m,child,paeds-emer,5803
2018,Q71,Q71,f,child,paeds-emer,930
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,m,child,xfer,174
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,f,adult,birth,60
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,m,child,daycase,4335
2018,5D700,5D700,m,adult,xfer,1
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,NA,adult,emer,1
2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,m,adult,daycase,82666
2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,NA,child,birth,3
2018,Q80,Q80,m,child,paeds-emer,4
2018,ZC1,ZC1,f,child,xfer,1
2018,5J600,5J600,m,adult,emer,1
2018,Q87,Q87,f,child,paeds-emer,51
2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,NA,child,birth,2
2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",m,child,paeds-elec,786
2018,RXY,RXY,m,adult,daycase,3
2018,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",f,child,birth,2220
2018,SY9,SY9,m,child,paeds-emer,18
2018,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,f,adult,NA,53
2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,m,child,reg,24
2018,Q82,Q82,f,adult,emer,83
2018,DUM002,NonSTP (Wales Region),f,adult,birth,2
2018,YDD82,YDD82,f,child,daycase,12
2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,f,child,birth,15486
2018,QJK,NHS DEVON INTEGRATED CARE BOARD,m,child,paeds-elec,604
2018,SN900,SN900,m,adult,emer,22
2018,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",m,child,paeds-emer,5545
2018,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,m,adult,reg,29304
2018,X98,X98,f,child,xfer,3
2018,SD011,SD011,f,adult,emer,1
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",NA,adult,ordelec,1
2018,ST9,ST9,m,adult,daycase,5
2018,SK999,SK999,f,adult,daycase,1
2018,Q77,Q77,m,adult,xfer,1
2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",f,adult,emer,74405
2018,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,f,adult,ordelec,9349
2018,SS900,SS900,f,adult,daycase,14
2018,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,m,adult,ordelec,7511
2018,M8200,M8200,m,adult,emer,6
2018,SH900,SH900,f,adult,emer,10
2018,Q77,Q77,f,adult,ordelec,373
2018,SA900,SA900,f,adult,ordelec,5
2018,SN999,SN999,m,child,paeds-emer,3
2018,9CJ00,9CJ00,f,adult,daycase,1
2018,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,m,adult,birth,1
2018,SS9,SS9,m,child,birth,1
2018,Q7200,Q7200,m,child,paeds-elec,36
2018,X24,NHS_ENGLAND,f,child,mat,45
2018,YDDA8,YDDA8,m,adult,daycase,1
2018,Q7300,Q7300,f,adult,ordelec,4
2018,NIR,NIR,f,adult,ordelec,3
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,f,adult,xfer,624
2018,ZC1,ZC1,f,adult,xfer,1
2018,X9800,X9800,m,NA,emer,6
2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,f,adult,daycase,96832
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,m,child,reg,12
2018,DUM001,NonSTP (England Region),m,NA,ordelec,1
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",NA,adult,daycase,3
2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,f,child,reg,49
2018,YDD82,YDD82,m,adult,xfer,10
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,f,child,paeds-emer,4243
2018,Q8700,Q8700,f,child,paeds-elec,5
2018,UNK,UNKNOWN,f,adult,reg,7
2018,X98,X98,f,child,daycase,30
2018,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,f,adult,daycase,180400
2018,Q84,Q84,m,child,paeds-elec,54
2018,OTHER,OTHER,f,child,birth,15
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,f,child,mat,729
2018,5CC,5CC,f,adult,emer,2
2018,Q74,Q74,NA,adult,daycase,1
2018,SH9,SH9,f,adult,reg,3
2018,ZC200,ZC200,f,adult,ordelec,1
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,NA,child,paeds-elec,1
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,f,NA,daycase,1
2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,f,child,daycase,2086
2018,X24,NHS_ENGLAND,NA,child,paeds-elec,1
2018,SS9,SS9,m,adult,xfer,1
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,f,child,daycase,3314
2018,QJK,NHS DEVON INTEGRATED CARE BOARD,f,child,paeds-elec,516
2018,Q82AF,Q82AF,f,adult,mat,9
2018,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,f,child,paeds-emer,7248
2018,Scotla,Scotla,f,adult,ordelec,1
2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,m,child,mat,42
2018,OSV00,OSV00,f,adult,emer,79
2018,SK9,SK9,f,adult,emer,3
2018,ZB1,ZB1,f,adult,emer,29
2018,OAT,OAT,m,adult,daycase,1
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,f,child,xfer,31
2018,5NJ00,5NJ00,m,adult,ordelec,1
2018,Q7200,Q7200,f,child,paeds-elec,18
2018,Q87SD,Q87SD,f,adult,emer,1
2018,SV900,SV900,m,adult,daycase,4
2018,DUM001,NonSTP (England Region),m,child,xfer,3713
2018,YAC00,YAC00,m,child,daycase,1
2018,ZC5,ZC5,m,adult,xfer,1
2018,YAE,YAE,m,adult,xfer,1
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",m,adult,xfer,191
2018,39,39,f,adult,daycase,1
2018,Q83,Q83,NA,child,daycase,1
2018,ZC2,ZC2,f,adult,ordelec,7
2018,Q7100,Q7100,m,adult,mat,3
2018,NULL,NULL,f,adult,ordelec,3
2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,m,adult,birth,1
2018,SG900,SG900,m,adult,daycase,1
2018,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,m,adult,emer,22857
2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,m,child,paeds-elec,375
2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,m,adult,xfer,543
2018,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,NULL,adult,xfer,1
2018,8,8,m,adult,emer,2
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,f,child,xfer,225
2018,Q70,Q70,m,child,daycase,618
2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,NA,adult,reg,2
2018,Q70,Q70,m,adult,daycase,3494
2018,Q7000,Q7000,m,adult,reg,28753
2018,YAE00,YAE00,f,adult,daycase,93
2018,YAE00,YAE00,f,child,paeds-emer,12
2018,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,m,adult,NA,5
2018,V81,V81,f,adult,emer,9
2018,Q77SD,Q77SD,m,adult,ordelec,1
2018,5D700,5D700,f,child,daycase,1
2018,OVE,OVE,m,adult,xfer,1
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,NA,child,paeds-emer,1
2018,OSV,OSV,f,adult,ordelec,3
2018,1800,1800,f,adult,emer,2
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,m,adult,xfer,587
2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,f,NA,daycase,2
2018,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",m,adult,reg,3486
2018,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,f,adult,mat,14384
2018,Y56SD,Y56SD,m,adult,daycase,1
2018,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",NA,adult,emer,28
2018,JERSE,JERSE,f,child,xfer,2
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,f,adult,reg,56094
2018,WAL,WAL,f,adult,emer,11
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,m,NA,birth,13
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,m,child,mat,134
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,f,child,birth,5955
2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",f,child,NA,2
2018,YDD82,YDD82,m,adult,ordelec,57
2018,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,f,child,daycase,1314
2018,400,400,f,adult,ordelec,1
2018,50Y00,50Y00,f,adult,emer,3
2018,0DF,0DF,m,child,reg,1
2018,5LG00,5LG00,m,adult,daycase,1
2018,SS999,SS999,m,adult,emer,76
2018,RWK,RWK,f,adult,emer,1
2018,ZC400,ZC400,f,child,paeds-elec,1
2018,5CC,5CC,m,adult,emer,2
2018,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,NA,child,birth,2
2018,44,44,f,adult,emer,5
2018,Q81,Q81,m,adult,ordelec,252
2018,Q7200,Q7200,m,child,paeds-emer,241
2018,Q83,Q83,m,adult,daycase,4698
2018,X2400,X2400,m,adult,daycase,141
2018,Q7800,Q7800,f,adult,xfer,1
2018,ZC500,ZC500,m,adult,daycase,5
2018,ZC4,ZC4,f,adult,daycase,2
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,m,adult,daycase,67251
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",m,NA,ordelec,4
2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",f,adult,reg,4787
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,m,child,daycase,4532
2018,Q38,Q38,f,NA,emer,1
2018,QJK,NHS DEVON INTEGRATED CARE BOARD,m,adult,reg,23021
2018,Q8000,Q8000,m,adult,emer,249
2018,X25,X25,NA,adult,daycase,3
2018,SK900,SK900,f,adult,emer,1
2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,f,NA,NA,1
2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",f,child,xfer,96
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,m,child,xfer,135
2018,600,600,f,adult,mat,1
2018,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,m,adult,ordelec,29265
2018,SF999,SF999,f,child,daycase,6
2018,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,f,NA,NA,1
2018,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,NA,child,birth,6
2018,Q7100,Q7100,f,child,mat,7
2018,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,m,adult,NA,1
2018,5D700,5D700,f,NA,emer,2
2018,SG9,SG9,m,child,paeds-emer,14
2018,ZC3,ZC3,m,adult,emer,15
2018,Q8800,Q8800,m,adult,ordelec,10
2018,15Y,15Y,m,adult,ordelec,4
2018,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,f,adult,mat,23073
2018,SB999,SB999,m,child,paeds-elec,3
2018,5A8,5A8,m,adult,emer,3
2018,Q82,Q82,NA,adult,daycase,6
2018,RXY,RXY,m,adult,emer,12
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,m,child,xfer,109
2018,YAD00,YAD00,m,adult,emer,5
2018,RQQ00,RQQ00,f,adult,daycase,4
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",f,NA,emer,1
2018,ZC5,ZC5,f,adult,xfer,2
2018,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,f,adult,daycase,65954
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,m,child,daycase,6054
2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,f,child,paeds-emer,11939
2018,Q8000,Q8000,f,adult,ordelec,143
2018,SA900,SA900,f,adult,mat,2
2018,OVERSE,OVERSE,f,adult,ordelec,2
2018,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,f,adult,mat,9580
2018,Q70,Q70,m,NA,reg,3
2018,X24,NHS_ENGLAND,NA,NA,emer,3
2018,SF999,SF999,m,adult,ordelec,6
2018,IOM,IOM,m,adult,daycase,18
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,f,adult,NA,8
2018,Q8400,Q8400,m,child,daycase,303
2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,f,adult,birth,27
2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,f,adult,xfer,479
2018,GIB00,GIB00,f,adult,daycase,1
2018,SHA,SHA,m,adult,NA,1
2018,SV999,SV999,m,child,paeds-elec,1
2018,SG999,SG999,f,child,paeds-elec,2
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,m,child,xfer,172
2018,Q78,Q78,f,child,paeds-elec,53
2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,NULL,child,paeds-emer,1
2018,SG9,SG9,f,child,paeds-elec,2
2018,1100,1100,m,adult,emer,2
2018,ZB100,ZB100,f,adult,emer,13
2018,Q76,Q76,f,adult,xfer,2
2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,m,adult,xfer,557
2018,X9800,X9800,f,child,paeds-elec,20
2018,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,f,child,paeds-emer,4944
2018,DUM002,NonSTP (Wales Region),m,child,birth,496
2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,f,adult,emer,34976
2018,SB9,SB9,m,adult,emer,39
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,f,adult,daycase,28620
2018,OVE,OVE,m,adult,reg,1
2018,ZC5,ZC5,m,child,paeds-emer,1
2018,Q86,Q86,m,adult,ordelec,172
2018,Q7100,Q7100,f,adult,xfer,460
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,f,adult,daycase,83265
2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,m,child,xfer,140
2018,XMD00,XMD00,m,child,paeds-emer,1
2018,Q6800,Q6800,m,child,daycase,11
2018,XMD00,XMD00,m,adult,emer,11
2018,Q8200,Q8200,f,adult,mat,10
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,f,child,birth,10588
2018,SA999,SA999,m,adult,emer,27
2018,SK9,SK9,f,child,paeds-elec,1
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,m,child,paeds-emer,10154
2018,Q80,Q80,m,adult,ordelec,3
2018,ZB1,ZB1,f,child,daycase,6
2018,0AE,0AE,f,child,daycase,9
2018,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NA,adult,daycase,5
2018,Q6400,Q6400,f,adult,mat,1
2018,Q71,Q71,m,child,daycase,4811
2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,f,child,reg,10
2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,f,NA,emer,2
2018,Q65,Q65,m,child,paeds-elec,71
2018,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,f,child,birth,2154
2018,4400,4400,f,adult,emer,3
2018,Q5600,Q5600,f,child,daycase,1
2018,Q79,Q79,f,child,daycase,866
2018,0AE,0AE,m,adult,xfer,1
2018,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,NA,adult,emer,9
2018,OVS,OVS,f,adult,mat,2
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,f,adult,ordelec,18421
2018,42,42,f,adult,daycase,3
2018,OVS,OVS,f,child,birth,2
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,m,adult,xfer,885
2018,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",f,child,xfer,15
2018,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,f,adult,xfer,1322
2018,1400,1400,f,adult,emer,1
2018,12,12,m,adult,xfer,1
2018,SA900,SA900,f,adult,emer,17
2018,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,f,child,paeds-elec,743
2018,SF9,SF9,f,child,paeds-emer,6
2018,1.5,1.5,m,child,paeds-elec,1
2018,SH9,SH9,f,adult,ordelec,2
2018,SJ900,SJ900,f,adult,daycase,1
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,f,adult,emer,26199
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",f,adult,emer,47507
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,NA,child,daycase,1
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,NA,child,birth,2
2018,QVV,NHS DORSET INTEGRATED CARE BOARD,f,adult,emer,44071
2018,Q8500,Q8500,f,child,daycase,885
2018,RJZ,RJZ,f,adult,xfer,2
2018,SR999,SR999,m,child,paeds-elec,1
2018,SN999,SN999,f,adult,emer,33
2018,Q8500,Q8500,f,adult,ordelec,429
2018,Q84,Q84,f,adult,ordelec,219
2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,m,child,paeds-elec,635
2018,SH999,SH999,m,child,paeds-emer,4
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,m,adult,NA,15
2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,f,adult,reg,1767
2018,1,1,m,adult,emer,3
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,m,child,paeds-elec,963
2018,YAE00,YAE00,f,child,paeds-elec,30
2018,600,600,m,child,paeds-emer,2
2018,SB9,SB9,m,child,birth,1
2018,DUM001,NonSTP (England Region),m,adult,emer,98897
2018,Q75,Q75,f,child,paeds-emer,51
2018,ST900,ST900,f,adult,ordelec,5
2018,598,598,f,child,daycase,1
2018,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,f,adult,daycase,58270
2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,m,NA,emer,9
2018,ST9,ST9,m,child,paeds-emer,4
2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,f,child,mat,453
2018,DUM002,NonSTP (Wales Region),NA,child,xfer,1
2018,Q7100,Q7100,f,child,xfer,332
2018,Q8100,Q8100,f,adult,emer,17
